timestamp,src_ip,dst_ip,dst_port,protocol,bytes_sent,bytes_recv,duration_sec,packets,label,bytes_ratio,bytes_per_sec,prediction,anomaly_score
2024-05-07 08:03:49,10.0.3.254,31.92.92.2,8080,TCP,31022,42230,21.62,25,normal,0.7345788638677748,3372.5598526703498,normal,0.18272660715439254
2024-05-20 16:29:13,10.0.0.141,10.0.1.220,22,UDP,81948,100347,10.6,68,normal,0.8166380994140392,17036.915887850468,normal,0.17721721536283808
2024-05-10 10:00:23,10.0.2.194,204.92.196.124,25,TCP,61685,312,35.19,42,normal,197.07667731629394,1756.7866251062624,normal,0.13071625113316804
2024-05-07 01:47:21,10.0.1.180,173.85.148.78,53,UDP,1437,1281,10380.19,32781,anomaly,1.1209048361934477,0.261842395540009,anomaly,-0.07256511307418584
2024-05-01 07:06:50,10.0.3.174,45.33.32.156,8080,TCP,100655,529943,19.54,100,normal,0.18993516296061472,32107.84114052953,normal,0.17219395237550073
2024-05-12 20:27:28,10.0.2.194,98.140.227.95,25,ICMP,33130,2584,38.59,40,normal,12.81624758220503,923.080899457224,normal,0.17711353597324253
2024-05-28 05:29:29,10.0.1.83,87.222.76.161,21,TCP,5246,29613,11.69,6,normal,0.17714594448571622,2956.65818490246,normal,0.1818047253537068
2024-05-20 20:39:38,10.0.0.141,10.0.1.180,80,ICMP,979830,173254,5.02,1333,normal,5.655421199965369,225211.71875000003,normal,0.09623769569169072
2024-05-12 18:06:33,10.0.1.97,10.0.3.75,3306,UDP,28270,25088,48.81,38,normal,1.1267886324684124,1090.9425475362912,normal,0.17972377098555897
2024-05-19 09:47:10,10.0.1.220,10.0.2.194,9200,TCP,58369,408141,37.96,73,normal,0.14301150089919684,12257.225433526011,normal,0.17583482843278503
2024-05-23 14:06:19,10.0.1.220,202.222.194.7,5432,TCP,13242,73556,50.31,19,normal,0.18002365512459725,1721.840904582424,normal,0.17879135986441086
2024-05-02 01:29:28,10.0.0.136,109.0.127.77,25,TCP,14852,37698,12.84,19,normal,0.3939627045810234,4061.0510046367854,normal,0.1827970094811453
2024-05-27 00:43:58,10.0.0.174,204.45.237.222,3389,UDP,33317,235187,2.74,38,normal,0.14166113917376738,94543.66197183098,normal,0.16727104288199401
2024-05-28 12:31:04,10.0.0.141,152.183.142.33,5432,UDP,589808,2215852,7.59,920,normal,0.2661765017805784,364845.25357607286,normal,0.044298159686615435
2024-05-13 18:44:27,10.0.1.254,10.0.0.141,80,TCP,2512,160755,35.66,2,normal,0.015626166363930428,4565.631991051454,normal,0.17739858037981548
2024-05-19 08:44:48,10.0.3.174,10.0.1.238,9200,UDP,12591,17617,12.98,23,normal,0.7146668180270178,2309.480122324159,normal,0.18184421750487106
2024-05-08 02:07:36,10.0.1.148,10.0.1.54,9200,UDP,95331,3838,41.39,100,normal,24.832247981245114,2390.1904073270666,normal,0.16744514640849745
2024-05-24 15:18:58,10.0.3.101,10.0.1.220,53,TCP,731202,311901,6.73,630,normal,2.34433251470013,152723.71888726208,normal,0.11858666054452505
2024-05-13 01:48:32,10.0.3.75,91.240.118.172,5601,TCP,6322,306047,24.43,4,normal,0.020656890422417397,12734.162250305748,normal,0.1765303755466286
2024-05-26 00:15:15,10.0.0.141,91.240.118.172,80,UDP,343,70974,31.56,1,normal,0.004832687566044382,2252.590018951358,normal,0.17980595505885555
2024-05-21 19:18:10,10.0.2.194,10.0.1.54,21,TCP,6524,6949,6.46,4,normal,0.938705035971223,2053.810975609756,normal,0.17906846788838615
2024-05-02 05:56:24,10.0.0.218,180.222.152.147,21,TCP,16741,415819,15.62,12,normal,0.04026020874416815,27516.539440203564,normal,0.1770546763787943
2024-05-19 15:46:39,10.0.0.174,10.0.0.93,443,TCP,62261,6759,6.41,95,normal,9.210207100591717,10602.150537634408,normal,0.17643519860854673
2024-05-22 08:01:36,10.0.1.238,61.18.96.37,9200,TCP,40722,2611691,19.33,76,normal,0.015592190809636051,136511.2197632527,normal,0.10661457989245016
2024-05-19 14:53:13,10.0.2.118,10.0.0.93,5432,TCP,1927,8602,103.02,2,normal,0.2239916308264559,102.1043444530644,normal,0.1589729950631431
2024-05-09 09:39:37,10.0.3.25,93.170.139.38,443,TCP,158701,316165,7.43,149,normal,0.5019546693825395,63063.21381142099,normal,0.17032854225589228
2024-05-29 18:13:02,10.0.0.93,42.204.233.22,80,UDP,11599,6629,39.01,7,normal,1.74947209653092,466.0700588084889,normal,0.18030216589856385
2024-05-10 04:01:57,10.0.1.180,204.92.196.124,8443,TCP,5985,1663118,35.29,11,normal,0.003598660107905688,47163.12517660356,normal,0.13653710344314357
2024-05-13 17:51:43,10.0.0.136,10.0.1.148,5432,TCP,1177,154088,25.44,1,normal,0.00763844271816937,6079.287392325763,normal,0.1798655880995852
2024-05-01 14:11:55,10.0.3.75,109.38.130.67,9200,TCP,1900,32136,4.58,1,normal,0.05912188443227433,7272.649572649573,normal,0.17753576958132994
2024-05-24 02:12:50,10.0.3.87,10.0.1.254,3306,UDP,26844,190980,13.78,26,normal,0.14055848487545883,15693.371757925073,normal,0.18034248137266656
2024-05-29 04:48:29,10.0.3.101,10.0.1.238,8443,ICMP,79940,422438,15.98,82,normal,0.18923442201122528,31242.41293532338,normal,0.17522909217325738
2024-05-14 21:37:44,10.0.3.75,88.113.210.76,53,UDP,880,791,39829.5,18273,anomaly,1.1111111111111112,0.04195372285938096,anomaly,-0.11146269459345232
2024-05-22 21:15:49,10.0.0.136,45.33.32.156,27017,TCP,35716,1665341,22.86,26,normal,0.021446645794077134,74087.84843205575,normal,0.1377291794684244
2024-05-27 03:04:48,10.0.2.194,193.32.162.55,22,TCP,599804,9552,37.09,512,normal,62.78697791269758,16384.94218876042,normal,0.1329893868883305
2024-05-22 13:08:07,10.0.0.93,10.0.3.87,80,TCP,118725,5656,19.03,87,normal,20.987272405868836,6501.881860951385,normal,0.1725868928086972
2024-05-23 16:53:10,10.0.1.220,114.71.251.178,27017,ICMP,9017,20535,35.66,9,normal,0.4390825866770549,826.3982102908278,normal,0.17992253049447876
2024-05-09 12:42:23,10.0.1.238,10.0.3.87,22,TCP,3573164,14452,26.01,2574,normal,247.2264581747734,137403.90654921485,normal,0.006673316467713852
2024-05-18 08:05:45,10.0.1.114,152.183.142.33,6379,TCP,1572990,2536465,133.37,2221,normal,0.6201502405315111,30789.35341275193,anomaly,-0.007565955972919924
2024-05-30 21:36:06,10.0.3.75,183.79.64.37,25,UDP,17462,2465,101.12,12,normal,7.08110300081103,196.8682078640585,normal,0.1620430823079872
2024-05-29 19:03:22,10.0.0.136,204.45.237.222,27017,TCP,54073,65582,26.41,52,normal,0.8244972020188158,4513.579781214636,normal,0.1824252741754701
2024-05-06 15:07:46,10.0.0.93,202.222.194.7,3389,TCP,87614,697723,7.35,63,normal,0.12557114274412232,105414.3624161074,normal,0.15501317724759617
2024-05-17 17:05:39,10.0.3.174,78.88.192.199,3389,UDP,24550,14974,15.45,18,normal,1.639398998330551,2541.736334405145,normal,0.18272660715439254
2024-05-19 15:51:17,10.0.1.54,162.137.98.183,27017,UDP,7546,245798,3.3,8,normal,0.030699880796911296,74512.94117647059,normal,0.17207309103696639
2024-05-22 13:38:12,10.0.3.174,10.0.0.174,8080,TCP,45200,20119,2.93,61,normal,2.246520874751491,21557.425742574254,normal,0.17619333976790708
2024-05-23 21:46:52,10.0.2.73,189.136.27.236,9200,UDP,23540,3936,13.66,19,normal,5.979171958343917,1996.8023255813953,normal,0.1801776635972141
2024-05-20 01:51:48,10.0.1.238,204.45.237.222,27017,TCP,5910,599487,3.18,5,normal,0.009858412512010249,184572.25609756095,normal,0.15018637142838004
2024-05-12 15:32:30,10.0.3.174,10.0.1.254,53,TCP,52666,135502,16.07,44,normal,0.3886703615418109,11636.85837971552,normal,0.18061909616275457
2024-05-05 18:17:14,10.0.2.73,10.0.2.118,8080,TCP,9553,82260,45.66,8,normal,0.11613036554381785,2006.402972027972,normal,0.17862672574171634
2024-05-12 19:27:21,10.0.0.174,193.199.92.89,8080,TCP,4574,20982,3.37,3,normal,0.21798598865748464,7364.841498559077,normal,0.17818988704362315
2024-05-15 09:23:28,10.0.1.220,46.26.60.251,22,TCP,31764,32879,5.64,26,normal,0.9660583941605839,11261.846689895472,normal,0.17981394529525763
2024-05-08 14:04:07,10.0.0.93,10.0.1.238,8443,TCP,78282,210969,21.18,55,normal,0.37105749632649193,13592.622180451128,normal,0.17746316922106847
2024-05-08 21:54:05,10.0.0.237,10.0.0.237,27017,TCP,2041204,619,66.59,2593,normal,3292.2645161290325,30616.629179787076,anomaly,-0.02257298240677935
2024-05-09 18:28:02,10.0.1.114,10.0.3.101,9200,UDP,74551,71799,25.94,130,normal,1.0383147632311978,5620.1996927803375,normal,0.1811244821891238
2024-05-07 02:32:24,10.0.2.73,109.0.127.77,3306,TCP,53076,281698,31.66,56,normal,0.18841387438365065,10540.743073047859,normal,0.1774338733446833
2024-05-20 09:51:35,10.0.2.73,205.160.62.11,443,TCP,263930,33913,16.04,497,normal,7.7823317803856815,18453.71747211896,normal,0.16912067574433853
2024-05-13 09:06:35,10.0.2.73,147.245.140.178,80,TCP,1129,111628,7.68,2,normal,0.010113859301794337,14493.187660668382,normal,0.17635685880802648
2024-05-27 18:24:34,10.0.1.54,64.39.138.32,5432,TCP,1933,305371,16.0,1,normal,0.006329984412454318,19087.204968944097,normal,0.17743095814720777
2024-05-17 03:42:34,10.0.0.218,10.0.1.206,3389,UDP,3200698,2152,38.33,5001,normal,1486.6223873664653,83342.4408014572,anomaly,-0.03160225619713325
2024-05-24 06:59:55,10.0.1.220,10.0.0.237,21,TCP,3706,16029,35.95,3,normal,0.23119151590767312,547.4341192787795,normal,0.17889666935389442
2024-05-21 05:59:24,10.0.1.180,204.45.237.222,3306,TCP,33601,1093,3.4,25,normal,30.713893967093234,9912.57142857143,normal,0.16772488829377152
2024-05-21 04:25:42,10.0.2.194,10.0.1.148,3389,UDP,50699,57241,19.58,50,normal,0.885695817756193,5484.756097560976,normal,0.18167375473441344
2024-05-13 16:38:07,10.0.3.101,205.160.62.11,6379,TCP,28934,468795,47.08,51,normal,0.061719809895988874,10549.576091564222,normal,0.1734248523871798
2024-05-17 13:15:35,10.0.1.254,10.0.3.187,3389,TCP,13751,20250,1.65,23,normal,0.6790281961384623,19429.14285714286,normal,0.17834684932037476
2024-05-07 12:23:07,10.0.1.148,10.0.3.75,6379,TCP,1050,95513,7.36,1,normal,0.010993152836233432,12944.101876675602,normal,0.17613646799127425
2024-05-27 14:29:39,10.0.1.148,57.193.53.201,8080,TCP,218,19700,117.89,1,normal,0.011065428150855287,168.81091617933723,normal,0.15093839364085554
2024-05-06 18:08:28,10.0.1.180,10.0.1.180,9200,UDP,44108,323959,6.16,46,normal,0.13615261143351032,58796.645367412144,normal,0.17376322827935547
2024-05-22 11:11:00,10.0.3.187,204.92.196.124,53,TCP,4365,2531541,24.37,2,normal,0.0017242455388849958,103633.26522272169,normal,0.11687524471342642
2024-05-04 03:27:02,10.0.1.180,202.222.194.7,8080,TCP,2792,393274,23.47,4,normal,0.007099357955629013,16803.818413237164,normal,0.17581315416060112
2024-05-03 14:27:13,10.0.0.141,162.137.98.183,8080,UDP,26692,1134483,21.67,40,normal,0.023527876990772897,53338.30960036747,normal,0.15820281526164232
2024-05-07 15:55:07,10.0.1.220,10.0.3.25,53,TCP,16191,483918,2.13,28,normal,0.03345807872805159,224264.12556053812,normal,0.15089112613042344
2024-05-09 03:07:51,10.0.1.180,193.32.162.55,3389,TCP,9275,17191092,18.32,7,normal,0.0005395235777038726,933787.5678610206,anomaly,-0.05665263076000132
2024-05-08 23:35:43,10.0.0.136,10.0.3.254,8080,UDP,41016,465646,49.28,35,normal,0.08808389187517583,10260.46982584042,normal,0.17340869206252285
2024-05-29 19:23:27,10.0.1.114,193.32.162.55,3389,TCP,72196,6715,11.08,122,normal,10.749851101846337,7058.228980322004,normal,0.17616364238618515
2024-05-30 03:16:28,10.0.0.93,45.156.250.25,27017,UDP,1895,2363668,3.64,1,normal,0.0008017196993318438,632503.4759358289,normal,0.07689448998852644
2024-05-18 14:06:23,10.0.1.114,91.240.118.172,53,UDP,131662,352889,12.54,212,normal,0.37309643231601913,38334.73101265823,normal,0.17148579999649893
2024-05-04 16:28:52,10.0.1.180,95.127.214.181,6379,UDP,34487,696425,2.45,31,normal,0.04951997771478951,286632.15686274506,normal,0.13573179416821474
2024-05-22 07:42:55,10.0.3.174,174.206.244.152,22,TCP,5234,7597,18.1,3,normal,0.6888654909186628,704.9999999999999,normal,0.181119281249631
2024-05-24 10:23:19,10.0.0.141,57.193.53.201,9200,ICMP,31614,15750,41.28,25,normal,2.0071106596406576,1144.6109231512808,normal,0.1788562943862959
2024-05-19 18:56:00,10.0.3.187,10.0.3.25,3306,UDP,62760,127890,10.62,45,normal,0.49073038759568693,17784.514925373136,normal,0.17941731263997862
2024-05-15 17:48:05,10.0.3.87,10.0.1.220,21,TCP,47540,85483,38.16,74,normal,0.5561274624491133,3476.81651855724,normal,0.17909005457016242
2024-05-08 11:14:22,10.0.1.206,131.115.11.151,21,TCP,176799,78514,36.79,137,normal,2.2517862828758837,6920.927080509623,normal,0.17755533952264863
2024-05-04 21:57:23,10.0.1.206,176.208.33.85,3389,TCP,3722,3180,38.18,4,normal,1.1700723043068217,180.3030303030303,normal,0.17893340578564804
2024-05-27 16:09:11,10.0.1.83,87.222.76.161,6379,TCP,33496,1853021,7.16,42,normal,0.01807641787307436,259850.826446281,normal,0.10933913859233668
2024-05-11 17:48:39,10.0.1.180,205.160.62.11,443,TCP,48858,246785,25.86,70,normal,0.19797719481656173,11388.405238828967,normal,0.17983456802960096
2024-05-11 01:36:36,10.0.1.254,64.39.138.32,9200,TCP,18880,28318,14.99,37,normal,0.6666902079875702,3127.766732935719,normal,0.1828268049048229
2024-05-22 19:51:03,10.0.0.141,10.0.2.118,80,TCP,9927,42066,7.53,17,normal,0.2359806974588157,6814.285714285715,normal,0.17958548502839916
2024-05-10 00:14:47,10.0.0.174,10.0.3.174,8080,TCP,219983,35605,24.84,175,normal,6.17825647362804,10248.115477145147,normal,0.1769515230111563
2024-05-26 22:43:47,10.0.3.101,183.79.64.37,21,TCP,638,14995,17.02,1,normal,0.04254467858095492,913.1425233644859,normal,0.18164933295971158
2024-05-14 00:30:46,10.0.1.180,10.0.0.218,6379,UDP,21861,115256,3.74,39,normal,0.1896717769853458,35707.55208333333,normal,0.17570115243911683
2024-05-10 04:04:24,10.0.1.180,10.0.3.187,9200,ICMP,2762,43637,41.87,3,normal,0.06329345982858976,1105.5277579223255,normal,0.1783246114038785
2024-05-24 12:43:23,10.0.3.101,10.0.3.75,21,TCP,180112,6193,35.14,295,normal,29.078463028737488,5286.748013620885,normal,0.16215012379796784
2024-05-05 11:01:26,10.0.1.189,130.152.186.248,8080,TCP,12371,41614,16.15,9,normal,0.2972726180463775,3322.153846153846,normal,0.1835558529335038
2024-05-13 00:40:27,10.0.1.148,42.204.233.22,443,TCP,12626,875780,55.84,10,normal,0.014416846220687592,15881.408652127278,normal,0.16091372777805774
2024-05-12 05:37:05,10.0.1.206,46.26.60.251,3389,TCP,79437,1897,10.75,57,normal,41.85300316122234,7496.2211981566825,normal,0.16674732303796824
2024-05-30 07:52:24,10.0.3.25,204.92.196.124,5601,TCP,5608,4446,10.94,7,normal,1.2610748819428828,910.6884057971015,normal,0.1811743212352992
2024-05-17 10:07:24,10.0.1.180,162.137.98.183,3306,TCP,4088,933930,52.38,7,normal,0.004377197030615752,17873.818597560974,normal,0.16076791815659985
2024-05-22 11:42:23,10.0.1.148,193.199.92.89,22,TCP,10176,113249,3.37,9,normal,0.08985430463576159,35569.16426512968,normal,0.1761781885311181
2024-05-08 19:38:00,10.0.1.83,45.33.32.156,3389,TCP,207185,263345,13.4,150,normal,0.7867406377921062,34854.07407407407,normal,0.17180795384530156
2024-05-13 04:29:20,10.0.1.238,98.140.227.95,25,TCP,2551,148043,44.31,4,normal,0.017231363648645,3390.993019590182,normal,0.1772875830791994
2024-05-29 01:15:56,10.0.1.148,10.0.1.238,25,TCP,9446,61,4.01,16,normal,152.3548387096774,2313.138686131387,normal,0.1350126409772447
2024-05-24 12:35:36,10.0.3.101,162.137.98.183,6379,TCP,4910,160259,3.56,5,normal,0.03063771371521278,45128.14207650273,normal,0.1729759447393286
2024-05-04 03:33:55,10.0.3.101,176.208.33.85,9200,TCP,4197,2261,11.58,2,normal,1.8554376657824934,552.9109589041096,normal,0.1805238495750724
2024-05-08 20:02:58,10.0.1.238,91.107.50.170,3306,TCP,26443,254495,1.03,20,normal,0.1039034012322394,248617.69911504423,normal,0.14441065368495487
2024-05-20 18:50:46,10.0.3.77,10.0.1.206,5432,UDP,183336,88653,7.48,170,normal,2.067994675931148,35882.45382585752,normal,0.17390619728667228
2024-05-21 17:42:58,10.0.1.238,176.208.33.85,3389,TCP,2655,106944,15.26,2,normal,0.02482584506054514,7135.3515625,normal,0.17881963609733936
2024-05-09 11:45:55,10.0.1.54,10.0.0.141,8080,TCP,2866,13759,36.69,4,normal,0.20828488372093024,451.8891002989943,normal,0.1800178849156
2024-05-11 01:59:04,10.0.1.114,10.0.0.237,3389,TCP,354334,3324945,13.99,409,normal,0.1065683472754144,261126.96948190205,normal,0.05557523641468942
2024-05-01 08:40:52,10.0.1.189,189.136.27.236,80,TCP,1041,108138,29.1,1,normal,0.009626499227845644,3739.006849315068,normal,0.1785828781942475
2024-05-23 09:52:54,10.0.1.206,169.83.214.211,53,TCP,40330,786577,80.82,31,normal,0.05127272819733072,10218.8210578349,normal,0.15932091446100066
2024-05-28 09:10:32,10.0.3.101,10.0.0.174,443,TCP,56157,9104,28.21,39,normal,6.167710049423394,2305.2278346873895,normal,0.1804130816382042
2024-05-23 04:37:51,10.0.3.254,23.131.17.22,9200,ICMP,1333,132156,0.39,1,normal,0.010086488040739423,272426.5306122449,normal,0.136830659660736
2024-05-13 09:22:17,10.0.2.73,174.217.73.138,443,UDP,3787,75371,4.31,2,normal,0.05024412248580375,17949.65986394558,normal,0.1779829454902067
2024-05-10 16:08:07,10.0.3.77,10.0.0.93,5601,ICMP,798,25718,105.76,1,normal,0.03102764493176251,250.48176837332326,normal,0.15768810859905313
2024-05-23 14:57:06,10.0.3.75,10.0.1.180,22,TCP,17238,694214,23.63,12,normal,0.024830924137334974,29981.120943952803,normal,0.16983177166317015
2024-05-06 18:53:20,10.0.2.73,42.204.233.22,443,TCP,5087,1110546,30.04,3,normal,0.004580625583608798,37015.0298606503,normal,0.1567987253443201
2024-05-24 09:36:18,10.0.1.220,10.0.1.206,3389,ICMP,24565,119107,38.45,28,normal,0.20624139436477817,3726.9001297016857,normal,0.17908984851560955
2024-05-11 04:33:05,10.0.0.174,176.208.33.85,3389,TCP,802417,14863,25.68,613,normal,53.98392088266954,31702.094647013186,normal,0.13588525774781823
2024-05-24 06:19:45,10.0.0.141,180.10.201.143,22,TCP,4376,69764,32.22,3,normal,0.06272486203683796,2293.9356435643563,normal,0.17997495013785503
2024-05-01 05:43:22,10.0.1.180,114.71.251.178,25,UDP,86995,3886,23.51,124,normal,22.381013635194236,3849.2587886488773,normal,0.172921353342172
2024-05-23 10:18:53,10.0.3.75,10.0.0.93,22,TCP,49748,46537,10.09,83,normal,1.0689758906699902,9448.969578017664,normal,0.18105023430043027
2024-05-16 22:32:11,10.0.2.194,58.140.5.26,25,UDP,91866,5086,21.84,87,normal,18.058973854924318,4418.960802187785,normal,0.17364509171207376
2024-05-16 08:54:59,10.0.1.97,98.140.227.95,27017,UDP,98335,25164,16.34,104,normal,3.90760977548182,7512.104622871046,normal,0.1797191638351887
2024-05-25 22:12:21,10.0.1.83,98.140.227.95,21,TCP,1147524,35691,22.21,1251,normal,32.15073405805222,53035.1860152398,normal,0.11748423689072529
2024-05-22 15:01:57,10.0.1.206,10.0.0.136,53,TCP,98443,75208,1.71,97,normal,1.3089257934555705,95939.77900552486,normal,0.16691860310639706
2024-05-30 13:57:15,10.0.3.87,109.38.130.67,25,TCP,125676,8565,22.24,96,normal,14.671491944898436,6008.997314234557,normal,0.1758130407453785
2024-05-21 02:47:07,10.0.2.194,87.222.76.161,3306,UDP,60695,79835,7.01,97,normal,0.7602460043088332,19765.119549929677,normal,0.17564915173063822
2024-05-03 20:16:38,10.0.0.141,10.0.1.180,27017,TCP,580092,12532,42.42,410,normal,46.28516715870103,13937.535277516461,normal,0.1418861671551454
2024-05-08 13:18:52,10.0.1.189,10.0.1.114,3389,TCP,495,14264,20.96,1,normal,0.03470031545741325,700.8072174738841,normal,0.18164933295971158
2024-05-09 14:22:05,10.0.3.174,78.88.192.199,443,UDP,43578,2259010,30.95,33,normal,0.019290742718826956,74157.423510467,normal,0.1238418411299837
2024-05-09 21:31:09,10.0.3.174,193.32.162.55,21,TCP,92,20454,27.04,1,normal,0.004497677829381569,757.0375829034635,normal,0.18155185403372925
2024-05-21 12:20:54,10.0.1.180,31.92.92.2,27017,TCP,36958,298221,21.22,39,normal,0.12392781216677509,15721.341463414634,normal,0.17906860615794606
2024-05-08 22:55:17,42.7.179.77,10.0.2.194,3431,TCP,84,0,0.095,1,anomaly,84.0,430.7692307692308,normal,0.14366093660567514
2024-05-14 04:27:00,10.0.2.118,204.45.237.222,27017,TCP,7704,25084,18.17,5,normal,0.30711580625872037,1794.63601532567,normal,0.18263766655625702
2024-05-28 18:11:20,10.0.1.83,194.165.16.89,6379,TCP,10161,259,5.6,13,normal,39.08076923076923,1828.0701754385966,normal,0.1678959647555841
2024-05-17 00:17:34,10.0.3.174,10.0.3.87,21,TCP,13128,137438,235.91,10,normal,0.09551873922249143,637.9644930299564,normal,0.10666596243198684
2024-05-21 11:11:16,10.0.1.180,10.0.3.87,443,TCP,1598,70991,6.05,2,normal,0.022509578544061302,11803.08943089431,normal,0.17820337658922114
2024-05-30 02:59:14,10.0.2.194,64.39.138.32,25,TCP,396494,693229,4.14,344,normal,0.5719515889387361,257010.141509434,normal,0.12777348529932714
2024-05-15 07:31:42,10.0.2.118,180.222.152.147,8080,UDP,16522,229133,13.73,28,normal,0.07210627842223327,17762.472885032537,normal,0.17974124554589704
2024-05-02 06:59:57,10.0.3.254,162.137.98.183,25,TCP,963,267106,78.81,1,normal,0.0036052967537353944,3397.148650361171,normal,0.16935191905845814
2024-05-10 10:09:20,10.0.1.238,180.144.138.156,5432,TCP,67327,99672,66.25,80,normal,0.6754788157274287,2516.940467219292,normal,0.17087536531429542
2024-05-20 09:01:51,10.0.1.54,10.0.2.194,80,UDP,33949,18299,6.85,56,normal,1.855136612021858,7517.697841726619,normal,0.17923930081418205
2024-05-18 02:36:34,10.0.3.101,185.220.101.45,53,UDP,3942607775,47792,2078.6,1109797,anomaly,82493.41483062373,1896692.9172078704,anomaly,-0.32928624627725916
2024-05-10 15:44:45,10.0.0.237,180.10.201.143,25,TCP,19876,7027,33.08,14,normal,2.8281161070005694,810.8197709463533,normal,0.18032905539420602
2024-05-15 11:36:32,10.0.1.180,46.26.60.251,443,TCP,16528,24751,30.65,11,normal,0.6677440206851971,1342.4065040650407,normal,0.18102158175947392
2024-05-27 21:51:39,10.0.0.93,10.0.3.174,5432,UDP,82397,2718359,76.02,63,normal,0.03031129063111582,36793.95691014189,normal,0.09406068190975464
2024-05-09 17:03:27,10.0.3.174,189.136.27.236,443,UDP,709056,13940,25.29,570,normal,50.86120077469335,28475.620322961797,normal,0.13671269698658883
2024-05-16 15:54:59,10.0.3.75,204.45.237.222,9200,TCP,41699,321,9.87,58,normal,129.5,4214.643931795386,normal,0.13758828078365964
2024-05-15 18:58:15,10.0.3.87,193.32.162.55,3306,TCP,1610,3783073,12.59,2,normal,0.00042557983269690203,298241.37115839246,normal,0.07158726769605084
2024-05-05 19:30:54,10.0.3.77,10.0.1.83,80,ICMP,18495,11846,16.28,34,normal,1.5611547227146112,1852.319902319902,normal,0.18244331498799443
2024-05-17 21:11:24,10.0.2.73,174.206.244.152,22,TCP,84069,15140,15.33,130,normal,5.552407370715277,6429.617627997408,normal,0.17849165958308455
2024-05-30 05:09:19,10.0.2.118,162.137.98.183,3389,TCP,68486,23964,4.53,108,normal,2.857750886709785,19967.602591792656,normal,0.1743079314817912
2024-05-18 01:43:45,10.0.1.220,31.92.92.2,27017,UDP,714,21345,3.26,1,normal,0.03344888972172772,6565.178571428572,normal,0.17820386103876862
2024-05-24 00:52:32,10.0.3.174,93.170.139.38,22,UDP,424197,1066,1.65,718,normal,397.56044985941895,243007.42857142858,normal,0.07294131346650257
2024-05-01 02:45:53,10.0.2.194,98.140.227.95,27017,UDP,17485,25904,10.67,16,normal,0.6749662227369234,4028.690807799443,normal,0.18161966660772244
2024-05-07 12:12:39,10.0.3.87,205.160.62.11,3389,UDP,25761,169487,91.57,25,normal,0.15199306145567829,2129.9007308825135,normal,0.1694833655732646
2024-05-30 04:58:01,10.0.1.83,95.127.214.181,8080,UDP,96516,237948,15.12,69,normal,0.40561632954960936,21975.295663600526,normal,0.1745913779397829
2024-05-19 09:14:22,10.0.1.180,10.0.3.77,80,TCP,287657,16595,105.15,194,normal,17.33291154495059,2890.755344418052,normal,0.14556972520902017
2024-05-18 09:56:36,10.0.3.25,10.0.0.218,3306,TCP,29631,1248012,91.92,31,normal,0.02374254114340155,13884.405564007826,normal,0.14249692573687367
2024-05-04 04:17:14,10.0.1.220,10.0.0.174,5601,TCP,6654,56460,21.34,8,normal,0.11785126016188165,2943.75,normal,0.18207870460949183
2024-05-18 22:49:36,10.0.3.174,23.131.17.22,53,ICMP,3096,1493371,25.48,5,normal,0.002073160605662889,58501.446442533226,normal,0.1478232695515191
2024-05-04 02:16:35,10.0.1.148,10.0.1.206,6379,UDP,9923,212725,0.7,14,normal,0.04664686028036065,278310.0,normal,0.13798894404048656
2024-05-30 07:01:07,10.0.1.180,10.0.0.237,3389,UDP,20216,111413,20.13,17,normal,0.18144936902005135,6506.623826000989,normal,0.1801980522689864
2024-05-10 05:14:14,10.0.1.148,114.71.251.178,5432,TCP,302617,107984,36.43,469,normal,2.8023984812705467,11240.10402408979,normal,0.1660419951215133
2024-05-16 02:48:14,10.0.3.174,10.0.0.141,3389,TCP,39497,582079,24.43,75,normal,0.06785493402968665,25339.42111699959,normal,0.16626867455902689
2024-05-15 10:39:36,10.0.1.148,10.0.3.174,5601,TCP,139242,36890,62.83,103,normal,3.7744165243555337,2798.855871603369,normal,0.17293725401524923
2024-05-10 14:56:51,10.0.3.187,23.129.64.214,8443,ICMP,12732,73363,4.76,10,normal,0.17354560820020717,17715.02057613169,normal,0.1793559224073084
2024-05-16 02:58:57,10.0.1.114,10.0.1.254,9200,UDP,1427,695394,23.58,2,normal,0.0020520711250440397,29426.5625,normal,0.16893686214789927
2024-05-01 17:32:27,10.0.1.254,10.0.1.189,8443,UDP,115407,6004,50.94,127,normal,19.21848459616986,2378.7421630094045,normal,0.16913458049910207
2024-05-01 19:41:37,10.0.3.75,61.18.96.37,21,UDP,97246,297875,4.04,94,normal,0.32646470343364353,95439.85507246378,normal,0.1652540421863311
2024-05-30 22:31:28,10.0.2.194,10.0.3.101,25,UDP,3690,7920,8.91,2,normal,0.46585027143037494,1288.568257491676,normal,0.1798997109231787
2024-05-01 09:50:26,10.0.3.75,109.0.127.77,3306,TCP,4387,14721,20.86,8,normal,0.29798940361363946,911.6412213740458,normal,0.18181731543254748
2024-05-05 10:42:17,10.0.2.73,10.0.3.77,22,UDP,72981,39402,13.41,105,normal,1.8521686166027966,8318.504811250925,normal,0.1800194343228282
2024-05-09 10:54:56,10.0.3.254,10.0.1.83,3306,TCP,330406,37385,10.05,329,normal,8.83769325415931,36235.56650246305,normal,0.16795707172225666
